Start,Stop,MPL Magnetic Field X,MPL Magnetic Field Y,MPL Magnetic Field Z,MPL Rotation Vector X,MPL Rotation Vector Y,MPL Rotation Vector Z,MPL Linear Acceleration X,MPL Linear Acceleration Y,MPL Linear Acceleration Z,MPL Gravity X,MPL Gravity Y,MPL Gravity Z,MPL Gyroscope X,MPL Gyroscope Y,MPL Gyroscope Z,MPL Accelerometer X,MPL Accelerometer Y,MPL Accelerometer Z,Action
1408471939223,1408471939229,-0.037708677,-0.35628715,0.09636662,1.1486182,9.295039,2.9071593,0.14096966,-0.5761103,-0.7526789,1.1109096,8.938752,3.003526,-26.224052,-40.52797,3.4272223,0.17666745,-0.15539545,-0.20036958,1
1408471939532,1408471939548,-0.019153614,-0.5018845,-0.18435353,0.89662856,8.92708,3.9588125,0.10650192,-0.5355475,-0.8012275,0.8774749,8.425196,3.774459,-22.248472,-43.546494,6.9684267,-0.14610767,0.009720538,-0.017144099,1
1408471939732,1408471939943,-0.002244564,-0.16220717,-0.29732993,0.6510732,8.581417,4.701464,0.1189953,-0.4961128,-0.818769,0.6488287,8.41921,4.404134,-20.28506,-44.23979,6.5136466,-0.3282679,0.027830033,-0.044840973,1
1408471940130,1408471940145,-0.021398177,-0.1261445,-0.12838906,0.52418053,8.558523,4.758775,0.1317173,-0.48991737,-0.8169717,0.50278234,8.432379,4.630386,-19.656216,-44.32795,5.6236367,-0.02999385,0.16631441,0.020140156,1
1408471940530,1408471940545,0.0037409402,-0.8689456,-0.41285014,0.7719804,8.870368,4.1094975,0.139785,-0.5205068,-0.79150665,0.7757214,8.001422,3.6966474,-19.446337,-44.567677,3.1234925,0.24590963,0.008655273,0.07340337,1
1408471940730,1408471940929,0.07736264,-0.109834,0.05566519,1.2327147,8.264036,5.133767,0.12802081,-0.49588513,-0.80357814,1.009156,8.467094,4.7177744,-19.580334,-44.64142,2.3055859,-0.2952447,0.059787966,0.106426574,1
1408471941128,1408471941143,0.015711948,-0.30137014,-0.21906945,1.2711715,8.283639,5.092467,0.11320894,-0.4770064,-0.8076801,1.2868834,7.9822683,4.8733974,-20.250364,-44.14004,1.5196029,0.021138841,0.010785802,0.018009627,1
1408471941328,1408471941343,-0.14155717,0.06464344,-0.09202713,1.2632407,8.394072,4.910358,0.117338195,-0.4856642,-0.8023561,1.1216835,8.4587145,4.818331,-21.133017,-43.513855,0.7029208,0.08611997,-0.043542683,-0.0043609263,1
1408471941528,1408471941752,0.22819735,-0.39639002,-0.2587234,1.4836569,8.74138,4.1900024,0.12265384,-0.52088726,-0.7782849,1.7118542,8.34499,3.9312792,-22.51696,-42.360317,-0.39565265,0.20649485,-0.07976168,-9.986854e-05,1
1408471942425,1408471942431,-0.2160767,-0.13108255,-0.18495208,1.3856442,8.849568,3.9917328,0.13330437,-0.5279272,-0.7716805,1.1695676,8.718486,3.8067808,-22.947506,-42.15951,-0.09039886,0.10849053,0.073636405,0.0116180405,1
1408471942726,1408471942741,-0.18659809,-0.4281132,-0.15307927,1.5524901,8.927529,3.7491703,0.13936187,-0.53797823,-0.7571763,1.365892,8.499416,3.596091,-24.704426,-42.604782,3.4605594,-0.09923604,-0.12343752,-0.028862009,1
1408471943125,1408471943141,0.07152677,-0.31932664,-0.03995324,1.361403,8.846276,4.0071454,0.13985214,-0.5254802,-0.76873255,1.4329298,8.526949,3.9671922,-25.222614,-42.47112,4.093395,-0.0704739,-0.031824775,-0.084255755,1
1408471943523,1408471943538,-0.19243397,-0.21802199,-0.22610243,0.9621698,8.932917,3.9299324,0.15336518,-0.5254537,-0.77363026,0.7697359,8.714894,3.70383,-24.867529,-42.45072,4.035106,0.046705186,0.02676477,-0.16202006,1
1408471943723,1408471943739,0.18166006,-0.37544075,-0.042945992,0.7472902,9.000552,3.8209963,0.16356263,-0.52766067,-0.7730299,0.92895025,8.625112,3.7780502,-24.317215,-42.488483,3.9362836,0.08079365,0.042743735,-0.13751899,1
1408471943923,1408471944135,0.11312603,-0.43394905,-0.09606735,0.3286042,9.085397,3.676596,0.18526737,-0.52746695,-0.7718333,0.4417302,8.651448,3.5805287,-22.633198,-42.664177,3.777232,0.03711781,0.052331116,-0.07573364,1
1408471944322,1408471944336,0.094570965,-0.26590604,-0.12898761,0.30406362,9.0634,3.7322612,0.18541509,-0.5247112,-0.7736496,0.39863458,8.797494,3.6032736,-21.906902,-42.751114,3.6915517,-0.03425491,-0.014780544,-0.037384123,1
1408471944522,1408471944537,-0.17522563,-0.3556886,-0.23074119,0.2769792,9.074174,3.7083192,0.18515271,-0.5259708,-0.77422965,0.10175357,8.718486,3.477578,-21.181618,-42.860462,3.6177742,-0.0012317119,-0.06591324,-0.013948306,1
1408471944920,1408471944936,-0.11043255,-0.25722703,-0.079457566,0.22655134,9.067889,3.7270238,0.1871147,-0.52436286,-0.7751425,0.11611878,8.810662,3.6475663,-19.964361,-43.271873,3.8107674,-0.05769073,-0.03289004,-0.039514653,1
1408471945120,1408471945136,0.1654992,-0.33429042,-0.1491887,0.21877018,9.07193,3.7177463,0.18736285,-0.5247296,-0.77507496,0.3842694,8.737639,3.5685577,-19.84865,-43.699207,4.147684,0.0030293458,-0.010519486,-0.038449388,1
1408471945519,1408471945548,0.030825347,-0.34042555,-0.13676877,-0.0104746325,9.119964,3.60477,0.1958943,-0.52709216,-0.7754501,0.020350715,8.779537,3.4680011,-19.76336,-44.488712,4.4896717,0.050966244,0.05126585,-0.05336309,1
1408471945720,1408471945919,0.020051438,-0.3600281,-0.30331543,-0.23612814,9.179818,3.4413657,0.20473453,-0.529798,-0.77292264,-0.1448492,8.807071,3.1759086,-19.514505,-44.535446,4.559125,0.043509394,0.047004793,-0.06827679,1
1408471946118,1408471946133,-0.059705406,-0.3179799,-0.16235681,-0.32097265,9.184906,3.4208653,0.21048479,-0.53035307,-0.77342737,-0.38067806,8.866926,3.2585084,-18.288548,-44.203793,4.1986923,0.00409461,0.013981596,-0.028862009,1
1408471946318,1408471946333,-0.4540005,0.31124622,0.9600749,-1.1692683,9.40203,2.5306711,0.28064078,-0.5405605,-0.7436253,-1.6232687,9.713276,3.490746,-17.655565,-44.382507,4.1610885,0.5740111,0.5775065,-0.2120875,1
