unix time,Activity,Status
1406562041000,drink,start
1406562060000,drink,stop
1406562060000,eat,start
1406562300000,eat,stop
1406562300000,talk,start
1406562611000,talk,stop
1406562611000,eat,start
1406563056000,eat,stop
1406563056000,talk,start
1406563189000,talk,stop
1406563189000,walk,start
1406563198000,walk,stop
1406563198000,stair,start
1406563225000,stair,stop
1406563225000,walk,start
1406563253000,walk,stop
1406563253000,stair,start
1406563267000,stair,stop
1406563267000,walk,start
1406563275000,walk,stop
1406563275000,stair,start
1406563286000,stair,stop
1406563286000,walk,start
1406563331000,walk,stop
1406563331000,drink,start
1406563334000,drink,stop
1406563334000,computer_work,start
1406565998000,computer_work,stop
1406565998000,drink,start
1406566000000,drink,stop
1406566000000,computer_work,start
1406568637000,computer_work,stop
